1.44061482	0.65765059	0.926095605	0.518332362	1.530485749	0.823827446	0.185048744	1.064262271	0.782869637	1.788094997	0.688059628	0.960141361	1.710096717	0	0.993503451	0.305894136	1.424729586	0.841496825	0.987697542	0.655286372	1.162395954	1.57650888	0.486807734	1.317207813	1.895595789	1.157347441	0.584294021	0.755439579	0.575885892	1.214777231	0.707121968
0.482189268	0.436707824	1.102362275	0.805615604	0.695523202	0.696242273	0.828673661	1.148049116	0.243637189	0.822565973	1.323686361	0.114269525	0.740196049	0.993503451	0	0.711760879	0.553036809	0.631124318	0.75483346	0.387332261	0.967517614	0.59642005	1.218025804	0.828200579	0.903067291	1.151986837	0.965675771	1.302247047	0.889651716	0.881699741	1.237297893
1.141256332	0.462341517	0.770146728	0.318698436	1.224714756	0.737305284	0.122832641	1.091432452	0.486502528	1.525817394	0.887148798	0.69696039	1.445258379	0.305894136	0.711760879	0	1.119194984	0.729006648	0.723977745	0.352277905	0.922615647	1.280959964	0.707362235	1.184494257	1.606390834	0.965783358	0.457553446	0.925062418	0.411214471	1.119884491	0.865168333
0.202479914	0.978934288	1.144123197	1.059091687	0.146180406	1.246889114	1.241628528	1.69397676	0.661880195	0.802068233	1.858862758	0.660398901	0.730836987	1.424729586	0.553036809	1.119194984	0	1.180171967	0.72229147	0.771451175	0.835221767	0.324309707	1.734373212	1.283597827	0.636669874	1.068445683	1.173403025	1.84591341	1.103680849	1.380056262	1.780439496
1.074586749	0.309379011	1.441079736	1.011530638	1.32457602	0.070313059	0.777220905	0.517585576	0.651259542	1.139693618	0.811799705	0.520168483	1.079400539	0.841496825	0.631124318	0.729006648	1.180171967	0	1.227965951	0.68360424	1.455842614	1.146361113	0.785757959	0.475727409	1.374676824	1.580613017	1.171725631	0.755246758	1.111938238	0.390878111	0.697201908
0.867507994	0.923231602	0.421882898	0.482954323	0.747653186	1.270788789	0.816658735	1.706788898	0.592099249	1.446998715	1.609433413	0.842070639	1.365471125	0.987697542	0.75483346	0.723977745	0.72229147	1.227965951	0	0.547292352	0.227910653	1.020639062	1.431185961	1.557478189	1.353492737	0.399068147	0.522682488	1.640289783	0.473179609	1.57238853	1.578006864
0.789499104	0.376428276	0.786269844	0.425804913	0.884227276	0.72400403	0.475004882	1.160883427	0.144766286	1.209556937	1.137822747	0.409516931	1.12690568	0.655286372	0.387332261	0.352277905	0.771451175	0.68360424	0.547292352	0	0.774462461	0.931213558	0.987773538	1.053667307	1.260890245	0.900162399	0.591226161	1.147935987	0.516896904	1.043420196	1.082944274
1.007996559	1.150707603	0.392498642	0.644299209	0.821712494	1.498310566	1.002997518	1.932298183	0.818246186	1.607022047	1.809313536	1.060497522	1.528027892	1.162395954	0.967517614	0.922615647	0.835221767	1.455842614	0.227910653	0.774462461	0	1.153481603	1.624453187	1.780147791	1.470855713	0.234831989	0.629788339	1.846518755	0.603408873	1.798999786	1.78550458
0.155758336	1.024005413	1.440054059	1.289814472	0.405166566	1.216583729	1.402527332	1.632182956	0.794784963	0.48444739	1.905794144	0.669334173	0.41972205	1.57650888	0.59642005	1.280959964	0.324309707	1.146361113	1.020639062	0.931213558	1.153481603	0	1.811234951	1.125895977	0.341238856	1.384571314	1.424029589	1.874085307	1.350144744	1.255182981	1.810608029
1.699342132	0.788193822	1.41194582	0.989074171	1.860046029	0.732054114	0.622242093	0.742543042	1.074299574	1.904912233	0.203906432	1.143464684	1.837406874	0.486807734	1.218025804	0.707362235	1.734373212	0.785757959	1.431185961	0.987773538	1.624453187	1.811234951	0	1.209756494	2.092751503	1.638736248	1.070328116	0.289799243	1.057038069	1.05764389	0.261431247
1.118191957	0.72787261	1.839512825	1.439175367	1.426777482	0.501353681	1.245462179	0.640859187	0.968700945	0.918428004	1.181791425	0.723791957	0.887950361	1.317207813	0.828200579	1.184494257	1.283597827	0.475727409	1.557478189	1.053667307	1.780147791	1.125895977	1.209756494	0	1.241390109	1.941373944	1.605376005	1.096841097	1.539126039	0.181496024	1.053753853
0.49659273	1.306977749	1.774703622	1.629838586	0.667921007	1.444237709	1.72642231	1.81966126	1.120523572	0.366006136	2.16814518	0.954979718	0.362124562	1.895595789	0.903067291	1.606390834	0.636669874	1.374676824	1.353492737	1.260890245	1.470855713	0.341238856	2.092751503	1.241390109	0	1.7046808	1.765212297	2.124742985	1.691226959	1.398440838	2.063687801
1.237004638	1.271283269	0.253542453	0.654058158	1.056372404	1.615389466	1.021929741	2.029596567	0.972805202	1.831346631	1.833548307	1.234961867	1.751247764	1.157347441	1.151986837	0.965783358	1.068445683	1.580613017	0.399068147	0.900162399	0.234831989	1.384571314	1.638736248	1.941373944	1.7046808	0	0.579106212	1.88367331	0.581951022	1.942887902	1.826216221
1.269274235	0.879311681	0.341802597	0.168110251	1.232928395	1.187399626	0.473544389	1.547622085	0.725394607	1.7741611	1.269559741	1.000442505	1.690507174	0.584294021	0.965675771	0.457553446	1.173403025	1.171725631	0.522682488	0.591226161	0.629788339	1.424029589	1.070328116	1.605376005	1.765212297	0.579106212	0	1.328964829	0.076298594	1.560260296	1.275396347
1.780505657	0.867537737	1.667814493	1.22961688	1.980964661	0.688295722	0.86242789	0.527064264	1.206019282	1.893529534	0.111243598	1.209879756	1.834491611	0.755439579	1.302247047	0.925062418	1.84591341	0.755246758	1.640289783	1.147935987	1.846518755	1.874085307	0.289799243	1.096841097	2.124742985	1.88367331	1.328964829	0	1.306975007	0.925165296	0.06570711
1.195671082	0.815253377	0.362771958	0.100564621	1.16716671	1.13052702	0.445073724	1.502304792	0.649810672	1.697909713	1.253050804	0.925664246	1.614260435	0.575885892	0.889651716	0.411214471	1.103680849	1.111938238	0.473179609	0.516896904	0.603408873	1.350144744	1.057038069	1.539126039	1.691226959	0.581951022	0.076298594	1.306975007	0	1.498737931	1.251347423
1.229694247	0.685585856	1.819196939	1.398178339	1.52559495	0.39234072	1.165219307	0.459388494	0.980780184	1.087947369	1.014365315	0.769696116	1.051889896	1.214777231	0.881699741	1.119884491	1.380056262	0.390878111	1.57238853	1.043420196	1.798999786	1.255182981	1.05764389	0.181496024	1.398440838	1.942887902	1.560260296	0.925165296	1.498737931	0	0.885348976
1.716006875	0.802251637	1.612997055	1.172278404	1.915354848	0.631307423	0.80632478	0.508310258	1.140344858	1.836609244	0.129426837	1.145581245	1.776548386	0.707121968	1.237297893	0.865168333	1.780439496	0.697201908	1.578006864	1.082944274	1.78550458	1.810608029	0.261431247	1.053753853	2.063687801	1.826216221	1.275396347	0.06570711	1.251347423	0.885348976	0
-1
